original bug report url,original tool,faulty target tool,Version,JDK version,Refactoring Type,Input program,Expected output prgram,Actual output program,Procedure,Symptom,submitted,state
https://youtrack.jetbrains.com/issue/IDEA-85307/Extract-constant-in-interface-adds-private-modifier-to-generated-constant,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Introduce Variable,"public class A {
    public interface Test { 
        @SuppressWarnings(value= {""all"", ""rawtypes""})  
        void test();
    }
}",-,-,"Introduce constant for ""all"", input everything, press refactor, nothing happens",Fail to refactoring,,
https://youtrack.jetbrains.com/issue/IDEA-104986/Make-inner-class-incorrect-accessibility-warning-about-inner-class,IDEA,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Move Class,"public class A {

  class Inner {
  }
  Inner i;
}
class B{

    
}",-,-,"move class A to B, undo, show can't undo but actually already undo",incorrect warning message,,
https://github.com/apache/netbeans/issues/7293,NetBeans,IDEA,"ntelliJ IDEA 2024.1.2 (Ultimate Edition
Build #IU-241.17011.79, built on May 22, 2024
untime version: 17.0.11+1-b1207.24 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o.","Java(TM) SE Runtime Environment (build 22.0.1+8-16)
Java HotSpot(TM) 64-Bit Server VM (build 22.0.1+8-16, mixed mode, sharing)",Introduce Vriable,"public class A {
    public void method() {
        int a;
        if (true) {
            // select ""a"" to introduce variable
            a = 3;
        }
    }
}",,"public class A {
    public void method() {
        int a;
        if (true) {
            // select ""a"" to introduce variable
            int a1 = a;
            a1 = 3;
        }
    }
}",perform introduce variable on a,compile error,,
https://github.com/apache/netbeans/issues/7294,NetBeans,IDEA,"ntelliJ IDEA 2024.1.2 (Ultimate Edition
Build #IU-241.17011.79, built on May 22, 2024
untime version: 17.0.11+1-b1207.24 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o.","Java(TM) SE Runtime Environment (build 22.0.1+8-16)
Java HotSpot(TM) 64-Bit Server VM (build 22.0.1+8-16, mixed mode, sharing)",Introduce Vriable,"public class A {
    public void test() {
        int[] arrs = {1,2,3};
        int a = 0;
        // extract variable: arrs[a]
        System.out.println(arrs[a]);
        a++;
        System.out.println(arrs[a]);
        a++;
        System.out.println(arrs[a]);
    }
}",-,"public class A {
    public void test() {
        int[] arrs = {1,2,3};
        int a = 0;
        // extract variable: arrs[a]
        int arr = arrs[a];
        System.out.println(arr);
        a++;
        System.out.println(arr);
        a++;
        System.out.println(arr);
    }
}",extract variable: arrs[a],behavior change,,
https://github.com/apache/netbeans/issues/7291,NetBeans,IDEA,"ntelliJ IDEA 2024.1.2 (Ultimate Edition
Build #IU-241.17011.79, built on May 22, 2024
untime version: 17.0.11+1-b1207.24 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o.","Java(TM) SE Runtime Environment (build 22.0.1+8-16)
Java HotSpot(TM) 64-Bit Server VM (build 22.0.1+8-16, mixed mode, sharing)",Introduce Vriable,"public class A {
    public void f() {}
}
public class B extends A {
    public void c() {
        // extract local variable: super
        super.f();
    }
}",-,"public class B extends A {
    public void c() {
        // extract local variable: super
        A a = super;
        a.f();
    }
}","select super, extract local variable",compile error,,
https://github.com/apache/netbeans/issues/7292,NetBeans,IDEA,"ntelliJ IDEA 2024.1.2 (Ultimate Edition
Build #IU-241.17011.79, built on May 22, 2024
untime version: 17.0.11+1-b1207.24 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o.","Java(TM) SE Runtime Environment (build 22.0.1+8-16)
Java HotSpot(TM) 64-Bit Server VM (build 22.0.1+8-16, mixed mode, sharing)",Introduce Vriable,"public class A {
    public void method(int localVar) {
        // extract variable: 5, rename ""localVar""
        System.out.println(5);
    }
}",-,"public class A {
    public void method(int localVar) {
        // extract variable: 5, rename ""localVar""
        int localVar = 5;
        System.out.println(localVar);
    }
}","extract variable: 5, rename ""localVar""",compile error,,
https://github.com/apache/netbeans/issues/7288,NetBeans,IDEA,"ntelliJ IDEA 2024.1.2 (Ultimate Edition
Build #IU-241.17011.79, built on May 22, 2024
untime version: 17.0.11+1-b1207.24 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o.","Java(TM) SE Runtime Environment (build 22.0.1+8-16)
Java HotSpot(TM) 64-Bit Server VM (build 22.0.1+8-16, mixed mode, sharing)",Extract Method,"public class A {
    private final int value;
    public A(int value) {
        // extract method
        this.value = value;
    }

}",-,"public class A {
    private final int value;
    public A(int value) {
        // extract method
        value = getValue(value);
    }

    private int getValue(int value) {
        final int value;
        this.value = value;
        return value;
    }

}","When I select the statement ""this. value=value;"" and perform the extract method refactoring, the new method name is ""newMethod"" and I click ""OK"", a syntax compilation error occurs",compile error,,
https://github.com/apache/netbeans/issues/7298,NetBeans,IDEA,"ntelliJ IDEA 2024.1.2 (Ultimate Edition
Build #IU-241.17011.79, built on May 22, 2024
untime version: 17.0.11+1-b1207.24 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o.","Java(TM) SE Runtime Environment (build 22.0.1+8-16)
Java HotSpot(TM) 64-Bit Server VM (build 22.0.1+8-16, mixed mode, sharing)",Inline Method,"public class A {
    public void main() {
        class T {
            public T() {}
        }
        inlineMethod();
    }
    // inline method
    public void inlineMethod() {
        class T {
            T t;
            public T() {}
        }
    }

}",-,"public class A {
    public void main() {
        class T {
            public T() {}
        }
        class T {
            T t;
            public T() {}
        }
    }
    // inline method

}","When I select "" inlineMethod() "" and perform the inline method refactoring, and i click ""OK"", a syntax error occurs",compile error,,
https://github.com/apache/netbeans/issues/7296,NetBeans,IDEA,"ntelliJ IDEA 2024.1.2 (Ultimate Edition
Build #IU-241.17011.79, built on May 22, 2024
untime version: 17.0.11+1-b1207.24 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o.","Java(TM) SE Runtime Environment (build 22.0.1+8-16)
Java HotSpot(TM) 64-Bit Server VM (build 22.0.1+8-16, mixed mode, sharing)",Inline Method,"import java.io.IOException;

public class A {
    public void originalMethod() throws IOException {

    }
}
import java.io.IOException;

public class B {
    public void callerMethod(){
        A obj = new A();
        try {
            // inline method ""originalMethod()""
            obj.originalMethod();
        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}",-,"public class A {
}
import java.io.IOException;

public class B {
    public void callerMethod(){
        A obj = new A();
        try {
            // inline method ""originalMethod()""

        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}","When I select ""originalMethod()"" and perform the inline method refactoring, and i click ""OK"", a syntax compilation error occurs",compile error,,
https://github.com/apache/netbeans/issues/7314,NetBeans,IDEA,"ntelliJ IDEA 2024.1.2 (Ultimate Edition
Build #IU-241.17011.79, built on May 22, 2024
untime version: 17.0.11+1-b1207.24 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o.","Java(TM) SE Runtime Environment (build 22.0.1+8-16)
Java HotSpot(TM) 64-Bit Server VM (build 22.0.1+8-16, mixed mode, sharing)",Move Method,"public class A {
    private MyInterface target;
    public A(MyInterface target) {
        this.target = target;
    }
    // move method
    public void moveMethod(MyInterface parameter) {
        ((MyInterface) target.abstractField).methodWithSameName();
    }
}
public interface MyInterface {
    Object abstractField = null;
    void methodWithSameName();
}",-,"public class A {
    private MyInterface target;
    public A(MyInterface target) {
        this.target = target;
    }
}
public interface MyInterface {
    Object abstractField = null;
    void methodWithSameName();

    // move method
    default void moveMethod(A a) {
        ((MyInterface) a.target.abstractField).methodWithSameName();
    }
}","When I select ""moveMethod()"" and perform the move method refactoring, and i click ""OK"", a syntax error",compile error,,
https://github.com/apache/netbeans/issues/7312,NetBeans,IDEA,"ntelliJ IDEA 2024.1.2 (Ultimate Edition
Build #IU-241.17011.79, built on May 22, 2024
untime version: 17.0.11+1-b1207.24 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o.","Java(TM) SE Runtime Environment (build 22.0.1+8-16)
Java HotSpot(TM) 64-Bit Server VM (build 22.0.1+8-16, mixed mode, sharing)",Move Method,"public class A {
    MyInterface target;

    public A(MyInterface target) {
        this.target = target;
    }

    private final void methodToMove(MyInterface a) {
        // Method implementation
        this.target = a;
    }
}
public interface MyInterface {
    void methodInInterface();
}",-,"public class A {
    MyInterface target;

    public A(MyInterface target) {
        this.target = target;
    }

}
public interface MyInterface {
    void methodInInterface();

    default void methodToMove(MyInterface a, A a) {
        // Method implementation
        this = a;
    }
}","When I select ""methodToMove()"" and perform the move method refactoring, move toTargetClass and i click ""OK"", a syntax error",compile error,,
https://github.com/apache/netbeans/issues/7307,NetBeans,IDEA,"ntelliJ IDEA 2024.1.2 (Ultimate Edition
Build #IU-241.17011.79, built on May 22, 2024
untime version: 17.0.11+1-b1207.24 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o.","Java(TM) SE Runtime Environment (build 22.0.1+8-16)
Java HotSpot(TM) 64-Bit Server VM (build 22.0.1+8-16, mixed mode, sharing)",Move Method,"public class A {
    public int m() {
        return 1;
    }
    public class C extends A {
        // move method to class B
        public int m(B b) {
            return super.m();
        }
    }
}
public class B {

}",-,"public class A {
    public int m() {
        return 1;
    }
    public class C extends A {
    }
}
public class B {

    // move method to class B
    public int m() {
        return super.m();
    }
}","When I select ""m()"" and perform the move method refactoring, and i click ""OK"", a syntax error",compile error,,
https://github.com/apache/netbeans/issues/7300,NetBeans,IDEA,"ntelliJ IDEA 2024.1.2 (Ultimate Edition
Build #IU-241.17011.79, built on May 22, 2024
untime version: 17.0.11+1-b1207.24 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o.","Java(TM) SE Runtime Environment (build 22.0.1+8-16)
Java HotSpot(TM) 64-Bit Server VM (build 22.0.1+8-16, mixed mode, sharing)",Rename Method,"public class A {
    void m(Object m){
        System.out.println(""A"");
    }
}
public class B extends A {
    // rename k to m
    void k(String m){
        System.out.println(""B"");
    }
    void f(){
        m(""1"");
    }
}",-,"public class A {
    void m(Object m){
        System.out.println(""A"");
    }
}
public class B extends A {
    // rename k to m
    void m(String m){
        System.out.println(""B"");
    }
    void f(){
        m(""1"");
    }
}","When I select ""k()"" and perform the rename method refactoring, new naem ""m()"" and i click ""OK"", a syntax error",behavior change,,
https://bz.apache.org/netbeans/show_bug.cgi?id=228708,NetBeans,IDEA,"ntelliJ IDEA 2024.1.2 (Ultimate Edition
Build #IU-241.17011.79, built on May 22, 2024
untime version: 17.0.11+1-b1207.24 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o.","Java(TM) SE Runtime Environment (build 22.0.1+8-16)
Java HotSpot(TM) 64-Bit Server VM (build 22.0.1+8-16, mixed mode, sharing)",Rename Method,"public interface MyInterface {
    public boolean test();
}
public class A implements MyInterface{

    @Override
    public boolean test() {
        return false;
    }
}",-,-,rename method test,compile error,,
https://bz.apache.org/netbeans/show_bug.cgi?id=230930,NetBeans,Eclipse,"Eclipse IDE for Enterprise Java and Web Developers (includes Incubating components)

Version: 2024-03 (4.31.0)
Build id: 20240307-1437",Oracle OpenJDK 22.0.1,Pull up method,"public interface MyInterface {

}
public class A implements MyInterface {
    public static void method() {

    }
}",-,"public interface MyInterface {

	void method();

}
public class A implements MyInterface {
    @Override
	public static void method() {

    }
}",pull up method,compile error,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1023,Eclipse,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Extract Constant,"import java.lang.annotation.ElementType;
import java.lang.annotation.Target;

@Target({ElementType.METHOD, ElementType.FIELD, ElementType.TYPE, ElementType.PACKAGE, ElementType.TYPE_USE, ElementType.PARAMETER, ElementType.CONSTRUCTOR, ElementType.LOCAL_VARIABLE})
public @interface Sample {
    String value();
}
@Sample(value = ""vvvv"")
public class A {
    
}","@Sample(value = A.ALL)
public class A {

    public static final String ALL = ""vvvv"";
}","@Sample(value = VVVV)
public class A {

    private static final String VVVV = ""vvvv"";
    
}",Extract constant for string literal in the annotation,compile error,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/338,Eclipse,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Move Type to New File,"public class A {
    static class Bar {
        static class X {
            static void method() {
                var x = new X();
                System.out.println(x);
            }
        }
    }
}","public class A {
    static class Bar {
    }

    static class X {
        static void method() {
            var x = new X();
            System.out.println(x);
        }
    }
}","public class A {
    static class Bar {
    }

    class X {

        static void method() {
            com.mycompany.mavenproject22.A.X x = new X();
            System.out.println(x);
        }
    }
}",Move Inner to Outer Level for class X,compile error,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1360,Eclipse,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Inline method,"public class A {
    private boolean flag = false;
    public synchronized void originalMethod() throws InterruptedException {
        // Some logic here
        flag = true;
        notify();
    }

    public void callerMethod() throws InterruptedException {
        originalMethod() ;
    }
}",-,"public class A {
    private boolean flag = false;

    public void callerMethod() throws InterruptedException {
        // Some logic here
        flag = true;
        notify();
    }
}","select “originalMethod() ”
click “Refactor-inlinemethod”",behavior change,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1286,Eclipse,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Extract Method,"public class A {
    public static void main(String[] args) {
        int dayOfWeek = 3; // Let's assume 1 = Monday, 2 = Tuesday, ..., 7 = Sunday

        String dayType = switch (dayOfWeek) {
            case 1, 2, 3, 4, 5 -> ""Weekday"";
            case 6, 7 -> ""Weekend"";
            default -> {
                yield ""Invalid day"";
            }
        };

        System.out.println(""Day type: "" + dayType);
    }
}",-,"public class A {
    public static void main(String[] args) {
        int dayOfWeek = 3; // Let's assume 1 = Monday, 2 = Tuesday, ..., 7 = Sunday

        String dayType = switch (dayOfWeek) {
            case 1, 2, 3, 4, 5 -> ""Weekday"";
            case 6, 7 -> ""Weekend"";
            default -> {
                aa();
            }
        };

        System.out.println(""Day type: "" + dayType);
    }

    private static void aa() {
        yield ""Invalid day"";
    }
}","Select the whole line ""yield ..."", extract method",compile error,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/1286,Eclipse,IDEA,"ntelliJ IDEA 2024.1.2 (Ultimate Edition
Build #IU-241.17011.79, built on May 22, 2024
untime version: 17.0.11+1-b1207.24 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o.","Java(TM) SE Runtime Environment (build 22.0.1+8-16)
Java HotSpot(TM) 64-Bit Server VM (build 22.0.1+8-16, mixed mode, sharing)",Extract Method,"public class A {
    public static void main(String[] args) {
        int dayOfWeek = 3; // Let's assume 1 = Monday, 2 = Tuesday, ..., 7 = Sunday

        String dayType = switch (dayOfWeek) {
            case 1, 2, 3, 4, 5 -> ""Weekday"";
            case 6, 7 -> ""Weekend"";
            default -> {
                yield ""Invalid day"";
            }
        };

        System.out.println(""Day type: "" + dayType);
    }
}",-,"public class A {
    public static void main(String[] args) {
        int dayOfWeek = 3; // Let's assume 1 = Monday, 2 = Tuesday, ..., 7 = Sunday

        String dayType = switch (dayOfWeek) {
            case 1, 2, 3, 4, 5 -> ""Weekday"";
            case 6, 7 -> ""Weekend"";
            default -> {
                aa();
            }
        };

        System.out.println(""Day type: "" + dayType);
    }

    private static void aa() {
        yield ""Invalid day"";
    }
}","Select the whole line ""yield ..."", extract method",compile error,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/197,Eclipse,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Inline Method,"public class A {
    public static String format (String... input) {
        return """";
    }
    public static void main(String[] args) {
        int value = 0;
        String message = switch (value) {
            case 0 -> format("""");
            default -> """";
        };
    }
}",-,Exception,Inline method format(),Exception,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/432,Eclipse,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Extract variable,"public class A {
        public static void main(String[] args) {
                String[] Lines = {""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""};
                int i = 0;
                System.out.println(Lines[i]);
                i++;
                System.out.println(Lines[i]);
        }
}",-,"public class A {
        public static void main(String[] args) {
                String[] Lines = {""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""};
                int i = 0;
                String line = Lines[i];
                System.out.println(line);
                i++;
                System.out.println(line);
        }
}",Extract variable for Lines[i] and replace 2 occurances,behavior change,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/432,Eclipse,IDEA,"ntelliJ IDEA 2024.1.2 (Ultimate Edition
Build #IU-241.17011.79, built on May 22, 2024
untime version: 17.0.11+1-b1207.24 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o.","Java(TM) SE Runtime Environment (build 22.0.1+8-16)
Java HotSpot(TM) 64-Bit Server VM (build 22.0.1+8-16, mixed mode, sharing)",Extract variable,"public class A {
        public static void main(String[] args) {
                String[] Lines = {""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""};
                int i = 0;
                System.out.println(Lines[i]);
                i++;
                System.out.println(Lines[i]);
        }
}",-,"public class A {
        public static void main(String[] args) {
                String[] Lines = {""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""};
                int i = 0;
                String line = Lines[i];
                System.out.println(line);
                i++;
                System.out.println(line);
        }
}",Extract variable for Lines[i] and replace 2 occurances,behavior change,https://youtrack.jetbrains.com/issue/IDEA-355421/Introduce-Variable-refactoring-changes-the-semantic-of-the-program-because-IDEA-does-not-identify-the-statements-that-may-change,pending
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/39,Eclipse,IDEA,"IntelliJ IDEA 2024.1.2 (Ultimate Edition
Build #IU-241.17011.79, built on May 22, 2024
untime version: 17.0.11+1-b1207.24 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o.","Java(TM) SE Runtime Environment (build 22.0.1+8-16)
Java HotSpot(TM) 64-Bit Server VM (build 22.0.1+8-16, mixed mode, sharing)",Extract variable,"import java.util.Locale;

public class A {
    public String metaPhone(final String txt) {
        boolean hard = false;
        if (txt == null || txt.length() == 0) {
            return """";
        }
        if (txt.length() == 1) {
            return txt.toUpperCase(Locale.ENGLISH);
        }
        //Do other things
        // ...
        return """";
    }
}",-,"import java.util.Locale;

public class A {
    public String metaPhone(final String txt) {
        boolean hard = false;
            int length = txt.length();
            if (txt == null || length == 0) {
            return """";
        }
        if (txt.length() == 1) {
            return txt.toUpperCase(Locale.ENGLISH);
        }
        //Do other things
        // ...
        return """";
    }
}","If we select expression txt.length() (line 4 in CS1), conduct refactoring ""extract local variable"",and name the new variable as length",behavior change,-,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/39,Eclipse,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Extract variable,"import java.util.Locale;

public class A {
    public String metaPhone(final String txt) {
        boolean hard = false;
        if (txt == null || txt.length() == 0) {
            return """";
        }
        if (txt.length() == 1) {
            return txt.toUpperCase(Locale.ENGLISH);
        }
        //Do other things
        // ...
        return """";
    }
}",-,"import java.util.Locale;

public class A {
    public String metaPhone(final String txt) {
        boolean hard = false;
            int length = txt.length();
            if (txt == null || length == 0) {
            return """";
        }
        if (txt.length() == 1) {
            return txt.toUpperCase(Locale.ENGLISH);
        }
        //Do other things
        // ...
        return """";
    }
}","If we select expression txt.length() (line 4 in CS1), conduct refactoring ""extract local variable"",and name the new variable as length",behavior change,,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/331,Eclipse,IDEA,"IntelliJ IDEA 2024.1.2 (Ultimate Edition
Build #IU-241.17011.79, built on May 22, 2024
untime version: 17.0.11+1-b1207.24 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o.","Java(TM) SE Runtime Environment (build 22.0.1+8-16)
Java HotSpot(TM) 64-Bit Server VM (build 22.0.1+8-16, mixed mode, sharing)",Extract variable,"public class A {
    void foo(Object obj) {
        if (obj instanceof Integer && ((Integer) obj).intValue() > 0) {
            System.out.println(((Integer) obj).intValue());
        } else if (obj instanceof Float && ((Float) obj).floatValue() > 0.0) {
            System.out.println(((Float) obj).floatValue());
        }
    }
}",-,"public class A {
    void foo(Object obj) {
        int intValue = ((Integer) obj).intValue();
        if (obj instanceof Integer && intValue > 0) {
            System.out.println(intValue);
        } else if (obj instanceof Float && ((Float) obj).floatValue() > 0.0) {
            System.out.println(((Float) obj).floatValue());
        }
    }
}","If we select the expression ((Integer)obj).intValue() (line 4 in CS1), and conduct refactoring ""extract local variable"",and name the new variable as value, we will get the following code snippet.If the method is called via foo(new Float(3.5)), the refactored version of the method would result in ClassCastException whereas the original version would not.",behavior change,-,
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/348,Eclipse,IDEA,"IntelliJ IDEA 2024.1.2 (Ultimate Edition
Build #IU-241.17011.79, built on May 22, 2024
untime version: 17.0.11+1-b1207.24 amd64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o.","Java(TM) SE Runtime Environment (build 22.0.1+8-16)
Java HotSpot(TM) 64-Bit Server VM (build 22.0.1+8-16, mixed mode, sharing)",Extract variable,"public class A {
        static String[] Lines = {""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""};
        static int i = 0;

        private static String foo(String msg) {
                return msg+"": ""+ Lines[i++];
        }

        public static void main(String[] args) {
                System.out.println(foo(""Format warning""));
                System.out.println(foo(""Format warning""));

        }
}",-,"public class A {
        static String[] Lines = {""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""};
        static int i = 0;

        private static String foo(String msg) {
                return msg+"": ""+ Lines[i++];
        }

        public static void main(String[] args) {
                String formatWarning = foo(""Format warning"");
                System.out.println(formatWarning);
                System.out.println(formatWarning);

        }
}","Extracting foo(""Format warning"") as local variable (enabling ""replace all occurrences"") would result in the following code. The resulting code is semantically different from the original code, which results in semantic errors.",behavior change,https://youtrack.jetbrains.com/issue/IDEA-355423/Introduce-Variable-refactoring-changes-the-behavior-of-the-program,pending
https://github.com/eclipse-jdt/eclipse.jdt.ui/issues/348,Eclipse,NetBeans,"Product Version: Apache NetBeans IDE 21
Java: 17.0.8; Java HotSpot(TM) 64-Bit Server VM 17.0.8+9-LTS-211
Runtime: Java(TM) SE Runtime Environment 17.0.8+9-LTS-211
System: Windows 10 version 10.0 running on amd64; Cp1252; en_US (nb)",Oracle OpenJDK 22.0.1,Extract variable,"public class A {
        static String[] Lines = {""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""};
        static int i = 0;

        private static String foo(String msg) {
                return msg+"": ""+ Lines[i++];
        }

        public static void main(String[] args) {
                System.out.println(foo(""Format warning""));
                System.out.println(foo(""Format warning""));

        }
}",-,"public class A {
        static String[] Lines = {""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9""};
        static int i = 0;

        private static String foo(String msg) {
                return msg+"": ""+ Lines[i++];
        }

        public static void main(String[] args) {
                String formatWarning = foo(""Format warning"");
                System.out.println(formatWarning);
                System.out.println(formatWarning);

        }
}","Extracting foo(""Format warning"") as local variable (enabling ""replace all occurrences"") would result in the following code. The resulting code is semantically different from the original code, which results in semantic errors.",behavior change,,
